부품번호,품명,수량,상위품목
MIC5219-3.3YM5,"조정기,전압용",1,80869908
MIC5205-3.3YM5,"조정기,전압용",1,80869908
AP7363-10D-13,"조정기,전압용",1,80869908
MIC37100-1.8WS,"조정기,전압용",1,80869908
25AA080D-I/SN,"집적회로,디지털형",1,80869908
THT-103-728-10,라벨,2,80869908
1B31,"절연제,전기용",1,80869908
80869910-1,배선장치,1,80869883
80869910-2,배선장치,1,80869883
80869910-3,배선장치,1,80869883
80869910-4,배선장치,1,80869883
80869910-5,배선장치,1,80869883
80869910-6,배선장치,1,80869883
80869910-7,배선장치,1,80869883
80869910-8,배선장치,1,80869883
80869911,배선장치,1,80869883
80869912,배선장치,1,80869883
80869913,배선장치,1,80869883
80869914,배선장치,1,80869883
80869915,배선장치,1,80869883
80869916,배선장치,1,80869883
접시머리 M2X6-A2-50-H,"나사,기계용",58,80869883
접시머리 M2.5X6-A2-50-H,"나사,기계용",56,80869883
접시머리 M2X16-A2-50-H,"나사,기계용",82,80869883
M2X6 PH SEMS STS,"나사,와셔조립형",118,80869883
M2.5X6 PH SEMS STS,"나사,와셔조립형",22,80869883
M3X6 PH SEMS STS,"나사,와셔조립형",2,80869883
KAD4044420000,"연결기,리셉터클형,전기용",11,80869883
DHR080L-230-20mm,"리테이너 및 사출기,전기카드용",1,80869883
DHR080R-230-20mm,"리테이너 및 사출기,전기카드용",1,80869883
GUTB3-MC5-LC10,"나사,기계용",2,80869883
LW034017A1A,라벨,1,80869883
LOCTITE 243,접착제,1,80869883
